Block	geneID1	chr1	start_pos1	end_pos1	geneID2	chr2	start_pos2	end_pos2	ka_NG86	ks_NG86	ka_YN00	ks_YN00
1	Zo_SA_chr01A_1162	chr01A	42346654	42353300	Zo_SB_chr01B_1182	chr01B	36974008	36980568	0	0.0058	0	0.0045
1	Zo_SA_chr01A_1165	chr01A	42452887	42458951	Zo_SB_chr01B_1183	chr01B	37004199	37010318	0.059	0.0738	0.0571	0.0837
1	Zo_SA_chr01A_1166	chr01A	42683493	42684890	Zo_SB_chr01B_1184	chr01B	37140359	37141750	0.0065	0.0347	0.0061	0.0453
1	Zo_SA_chr01A_1168	chr01A	42753534	42754892	Zo_SB_chr01B_1185	chr01B	37190945	37192303	0.004	0.0325	0.0036	0.0501
1	Zo_SA_chr01A_1173	chr01A	42860186	42877397	Zo_SB_chr01B_1187	chr01B	37285107	37303878	0.003	0.008	0.0032	0.0068
1	Zo_SA_chr01A_1176	chr01A	43270689	43273609	Zo_SB_chr01B_1191	chr01B	37690882	37701771	0.0178	0.0472	0.0188	0.0404
1	Zo_SA_chr01A_1178	chr01A	43468756	43477403	Zo_SB_chr01B_1193	chr01B	37952709	37962920	0.0219	0.0522	0.0229	0.0457
1	Zo_SA_chr01A_1181	chr01A	43679477	43681811	Zo_SB_chr01B_1197	chr01B	38377414	38379422	0.0098	0.0202	0.009	0.0271
1	Zo_SA_chr01A_1183	chr01A	43686598	43687602	Zo_SB_chr01B_1199	chr01B	38384106	38385119	0.0136	0.0353	0.0137	0.0353
1	Zo_SA_chr01A_1185	chr01A	44085761	44090185	Zo_SB_chr01B_1200	chr01B	38518462	38522879	0.0013	0.0177	0.0013	0.0165
1	Zo_SA_chr01A_1186	chr01A	44141642	44147702	Zo_SB_chr01B_1201	chr01B	38565733	38571778	0.0367	0.0788	0.035	0.0958
1	Zo_SA_chr01A_1187	chr01A	44153302	44159424	Zo_SB_chr01B_1202	chr01B	38579074	38584866	0.0045	0.0304	0.0046	0.0277
1	Zo_SA_chr01A_1188	chr01A	44206782	44223190	Zo_SB_chr01B_1203	chr01B	38606227	38614173	0.0195	0.0567	0.0195	0.0572
1	Zo_SA_chr01A_1190	chr01A	44326632	44338555	Zo_SB_chr01B_1205	chr01B	38722802	38734402	6e-04	0.017	7e-04	0.0118
1	Zo_SA_chr01A_1191	chr01A	44396634	44404722	Zo_SB_chr01B_1206	chr01B	38794576	38802419	0.0035	0.024	0.0035	0.0235
1	Zo_SA_chr01A_1192	chr01A	44467572	44480477	Zo_SB_chr01B_1207	chr01B	38851205	38864746	0.039	0.0708	0.0388	0.0726
1	Zo_SA_chr01A_1193	chr01A	44492297	44499673	Zo_SB_chr01B_1208	chr01B	38880796	38887930	0.0038	0.0111	0.0039	0.01
1	Zo_SA_chr01A_1195	chr01A	44661457	44693257	Zo_SB_chr01B_1218	chr01B	39279645	39282074	0.0276	0.0489	0.0285	0.0443
1	Zo_SA_chr01A_1197	chr01A	44883014	44894345	Zo_SB_chr01B_1227	chr01B	39970519	39981798	0.0146	0.0157	0.0149	0.0147
1	Zo_SA_chr01A_1200	chr01A	44950409	44983764	Zo_SB_chr01B_1233	chr01B	40127503	40158038	0.0324	0.0667	0.0349	0.0541
1	Zo_SA_chr01A_1202	chr01A	44995567	45014100	Zo_SB_chr01B_1235	chr01B	40166794	40188907	8e-04	0.0103	8e-04	0.0102
1	Zo_SA_chr01A_1203	chr01A	45108160	45122488	Zo_SB_chr01B_1238	chr01B	40253437	40262721	0.0144	0.0209	0.0146	0.0202
1	Zo_SA_chr01A_1204	chr01A	45175713	45186080	Zo_SB_chr01B_1240	chr01B	40351320	40368538	0.027	0.033	0.0263	0.0366
1	Zo_SA_chr01A_1205	chr01A	45186579	45189733	Zo_SB_chr01B_1241	chr01B	40369022	40372145	0.0028	0	0.003	0
1	Zo_SA_chr01A_1207	chr01A	45387312	45389496	Zo_SB_chr01B_1242	chr01B	40591065	40593244	0.0099	0.0155	0.0105	0.0131
1	Zo_SA_chr01A_1208	chr01A	45389675	45407608	Zo_SB_chr01B_1243	chr01B	40593433	40608155	0.0124	0.0197	0.0136	0.0155
1	Zo_SA_chr01A_1211	chr01A	45522135	45525614	Zo_SB_chr01B_1245	chr01B	40707741	40711162	0.0039	0.0252	0.004	0.0239
1	Zo_SA_chr01A_1212	chr01A	45526115	45530661	Zo_SB_chr01B_1246	chr01B	40711656	40716182	0.0105	0.0164	0.011	0.0145
1	Zo_SA_chr01A_1218	chr01A	45603211	45608701	Zo_SB_chr01B_1248	chr01B	40784103	40789364	0	0.0216	0	0.0267
1	Zo_SA_chr01A_1219	chr01A	45647075	45648385	Zo_SB_chr01B_1250	chr01B	40833377	40834687	0.0059	0.0213	0.006	0.0201
1	Zo_SA_chr01A_1220	chr01A	45662034	45679802	Zo_SB_chr01B_1251	chr01B	40837793	40860223	0.0038	0.0288	0.0038	0.0283
1	Zo_SA_chr01A_1221	chr01A	45757052	45758254	Zo_SB_chr01B_1252	chr01B	40896542	40897735	0.0108	0.0455	0.0119	0.034
1	Zo_SA_chr01A_1224	chr01A	45993129	45993917	Zo_SB_chr01B_1253	chr01B	41134080	41134868	0.0139	0.0298	0.0139	0.03
1	Zo_SA_chr01A_1226	chr01A	46055765	46069094	Zo_SB_chr01B_1255	chr01B	41243380	41257254	0.0031	0.0075	0.003	0.0086
1	Zo_SA_chr01A_1228	chr01A	46385005	46387321	Zo_SB_chr01B_1256	chr01B	41318256	41320543	0.0069	0.0128	0.007	0.0122
1	Zo_SA_chr01A_1229	chr01A	46445463	46448658	Zo_SB_chr01B_1258	chr01B	41417014	41420215	0.0044	0.0196	0.0047	0.0158
1	Zo_SA_chr01A_1230	chr01A	46469770	46475614	Zo_SB_chr01B_1259	chr01B	41440661	41447003	0.0386	0.0525	0.0376	0.0584
1	Zo_SA_chr01A_1232	chr01A	46478885	46484595	Zo_SB_chr01B_1260	chr01B	41448651	41454318	0.0056	0.0077	0.0057	0.0073
1	Zo_SA_chr01A_1233	chr01A	46487578	46520305	Zo_SB_chr01B_1261	chr01B	41456852	41479049	0.0322	0.0469	0.0311	0.0525
1	Zo_SA_chr01A_1234	chr01A	46525410	46527302	Zo_SB_chr01B_1262	chr01B	41484391	41486074	0.0016	0.0187	0.0016	0.0189
1	Zo_SA_chr01A_1236	chr01A	46645376	46645894	Zo_SB_chr01B_1263	chr01B	41507739	41508257	0	0.0331	0	0.0653
1	Zo_SA_chr01A_1237	chr01A	46646566	46652173	Zo_SB_chr01B_1264	chr01B	41508802	41519069	0.0092	0.0119	0.0095	0.0109
1	Zo_SA_chr01A_1238	chr01A	46840225	46845850	Zo_SB_chr01B_1265	chr01B	41593483	41599097	0.0087	0.0217	0.0093	0.0183
1	Zo_SA_chr01A_1239	chr01A	46847254	46848445	Zo_SB_chr01B_1266	chr01B	41600232	41601691	0.0079	0.0139	0.0075	0.016
1	Zo_SA_chr01A_1240	chr01A	46909911	46913171	Zo_SB_chr01B_1267	chr01B	41687128	41688384	0.0108	0.033	0.0101	0.0417
1	Zo_SA_chr01A_1242	chr01A	46949459	46950375	Zo_SB_chr01B_1268	chr01B	41759160	41760076	0.0049	0.0142	0.0042	0.0284
1	Zo_SA_chr01A_1243	chr01A	47042802	47055852	Zo_SB_chr01B_1269	chr01B	41789429	41805404	0.0056	0.0108	0.0057	0.0102
1	Zo_SA_chr01A_1244	chr01A	47058246	47067230	Zo_SB_chr01B_1270	chr01B	41806860	41816187	0.0078	0.0258	0.0079	0.0247
1	Zo_SA_chr01A_1245	chr01A	47130615	47133775	Zo_SB_chr01B_1271	chr01B	41852570	41855943	0.0115	0.0177	0.0125	0.0143
1	Zo_SA_chr01A_1246	chr01A	47135211	47136299	Zo_SB_chr01B_1272	chr01B	41857778	41858863	0.0065	0.0524	0.0063	0.0564
1	Zo_SA_chr01A_1247	chr01A	47165092	47169428	Zo_SB_chr01B_1275	chr01B	41987022	41991339	0.0049	0.0407	0.0054	0.0325
1	Zo_SA_chr01A_1248	chr01A	47214001	47217411	Zo_SB_chr01B_1277	chr01B	42011571	42014813	0.0065	0.043	0.0072	0.0336
1	Zo_SA_chr01A_1249	chr01A	47218519	47219208	Zo_SB_chr01B_1278	chr01B	42016015	42016704	0	0.0311	0	0.026
1	Zo_SA_chr01A_1250	chr01A	47310947	47320141	Zo_SB_chr01B_1279	chr01B	42060691	42069828	0.0051	0.0185	0.0054	0.016
1	Zo_SA_chr01A_1251	chr01A	47469215	47471974	Zo_SB_chr01B_1281	chr01B	42078945	42081704	0.0038	0.0252	0.0039	0.0242
1	Zo_SA_chr01A_1255	chr01A	47669796	47671631	Zo_SB_chr01B_1283	chr01B	42236223	42238057	0.004	0.0138	0.0039	0.0154
1	Zo_SA_chr01A_1257	chr01A	47687655	47690213	Zo_SB_chr01B_1284	chr01B	42256077	42258635	0.0025	0.0249	0.0026	0.0235
1	Zo_SA_chr01A_1258	chr01A	47692717	47700288	Zo_SB_chr01B_1285	chr01B	42261381	42269364	0.0096	0.0218	0.0101	0.0189
1	Zo_SA_chr01A_1260	chr01A	47798927	47799316	Zo_SB_chr01B_1286	chr01B	42403504	42403911	0.0099	0.041	0.0086	0.0693
1	Zo_SA_chr01A_1261	chr01A	48015876	48016250	Zo_SB_chr01B_1287	chr01B	42622989	42623288	0.0092	0.0138	0.0079	0.0278
1	Zo_SA_chr01A_1264	chr01A	48312951	48315949	Zo_SB_chr01B_1291	chr01B	42831185	42834081	0.001	0.0192	0.0011	0.0153
1	Zo_SA_chr01A_1265	chr01A	48433772	48434740	Zo_SB_chr01B_1292	chr01B	42905853	42906821	0.0041	0.017	0.004	0.0186
1	Zo_SA_chr01A_1270	chr01A	48775108	48785837	Zo_SB_chr01B_1297	chr01B	43003923	43014029	0.0086	0.0145	0.0092	0.0119
1	Zo_SA_chr01A_1271	chr01A	48788333	48812387	Zo_SB_chr01B_1298	chr01B	43015037	43040546	0.0175	0.0498	0.0182	0.0447
1	Zo_SA_chr01A_1273	chr01A	49040524	49061897	Zo_SB_chr01B_1299	chr01B	43246358	43261001	0.0159	0.0281	0.0154	0.0317
1	Zo_SA_chr01A_1277	chr01A	49539845	49552748	Zo_SB_chr01B_1302	chr01B	43808596	43813642	0.0136	0.0575	0.0138	0.0555
1	Zo_SA_chr01A_1278	chr01A	49606750	49607889	Zo_SB_chr01B_1303	chr01B	43841740	43842879	0.0047	0.0325	0.0042	0.05
1	Zo_SA_chr01A_1280	chr01A	49630271	49630741	Zo_SB_chr01B_1305	chr01B	43847297	43847767	0.0141	0.0297	0.0127	0.043
1	Zo_SA_chr01A_1281	chr01A	49632101	49635847	Zo_SB_chr01B_1306	chr01B	43849017	43852546	0.0396	0.0628	0.0405	0.0585
1	Zo_SA_chr01A_1282	chr01A	49678535	49682853	Zo_SB_chr01B_1307	chr01B	43876759	43880855	0.008	0.029	0.008	0.0294
1	Zo_SA_chr01A_1283	chr01A	49858746	49867901	Zo_SB_chr01B_1310	chr01B	44028608	44038029	0.0027	0.0118	0.0027	0.013
1	Zo_SA_chr01A_1284	chr01A	50106988	50110262	Zo_SB_chr01B_1312	chr01B	44301733	44304998	0.0048	0.0271	0.0047	0.0291
1	Zo_SA_chr01A_1285	chr01A	50125259	50129789	Zo_SB_chr01B_1313	chr01B	44315009	44319320	0.0096	0.0324	0.01	0.0284
1	Zo_SA_chr01A_1286	chr01A	50318644	50323934	Zo_SB_chr01B_1314	chr01B	44377583	44382825	0.0493	0.0594	0.0488	0.0619
1	Zo_SA_chr01A_1287	chr01A	50325432	50325950	Zo_SB_chr01B_1315	chr01B	44401436	44401954	0.0157	0.0233	0.0148	0.0287
1	Zo_SA_chr01A_1288	chr01A	50365185	50371474	Zo_SB_chr01B_1316	chr01B	44424212	44430787	0.0182	0.0332	0.0185	0.0316
1	Zo_SA_chr01A_1290	chr01A	50432888	50439029	Zo_SB_chr01B_1318	chr01B	44463550	44473064	0.0063	0.0297	0.0062	0.0319
1	Zo_SA_chr01A_1291	chr01A	50474440	50477005	Zo_SB_chr01B_1319	chr01B	44571932	44574523	0.0289	0.0586	0.0286	0.0602
1	Zo_SA_chr01A_1293	chr01A	50633621	50641509	Zo_SB_chr01B_1320	chr01B	44612296	44612799	0.0087	0.0427	0.0089	0.0403
1	Zo_SA_chr01A_1296	chr01A	50958398	50959995	Zo_SB_chr01B_1323	chr01B	44782430	44783790	0.0059	0.0174	0.0059	0.0175
1	Zo_SA_chr01A_1299	chr01A	51482453	51483022	Zo_SB_chr01B_1326	chr01B	45435728	45436288	0.0073	0.014	0.0068	0.0173
1	Zo_SA_chr01A_1305	chr01A	52379392	52380021	Zo_SB_chr01B_1333	chr01B	46188097	46188726	0.0021	0.0318	0.0021	0.0368
1	Zo_SA_chr01A_1306	chr01A	52486015	52497698	Zo_SB_chr01B_1335	chr01B	46276909	46282467	0.0018	0.0056	0.0018	0.0056
1	Zo_SA_chr01A_1308	chr01A	52766476	52769530	Zo_SB_chr01B_1336	chr01B	47004689	47007258	0.0384	0.0446	0.0363	0.0545
1	Zo_SA_chr01A_1316	chr01A	55572563	55597543	Zo_SB_chr01B_1342	chr01B	49484421	49493270	0.0648	0.0722	0.0668	0.0662
1	Zo_SA_chr01A_1318	chr01A	55616709	55651011	Zo_SB_chr01B_1344	chr01B	49500583	49534808	0.0303	0.0583	0.0305	0.0574
1	Zo_SA_chr01A_1320	chr01A	55793177	55797045	Zo_SB_chr01B_1345	chr01B	49830167	49834035	0.005	0.0052	0.0054	0.0042
1	Zo_SA_chr01A_1322	chr01A	56156904	56157211	Zo_SB_chr01B_1346	chr01B	49922615	49922922	0	0	0	0
1	Zo_SA_chr01A_1323	chr01A	56194373	56197651	Zo_SB_chr01B_1347	chr01B	50019819	50023052	0	0.0114	0	0.0098
1	Zo_SA_chr01A_1324	chr01A	56329291	56329824	Zo_SB_chr01B_1349	chr01B	50054083	50065478	0.0025	0.0393	0.0024	0.0475
1	Zo_SA_chr01A_1326	chr01A	56569875	56571065	Zo_SB_chr01B_1353	chr01B	50321480	50322670	0.008	0.0327	0.0083	0.0302
